"kind","workload","input","metric","observed","ceiling","unit","status","notes"
"memory_absolute_bytes","track-b-product/key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","max_peak_working_set_bytes","253263872","562033050","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; deploy/compile transient peak; regression guard only."
"memory_absolute_bytes","track-b-product/key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","median_private_bytes","30339072","39460045","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; regression guard only."
"latency_absolute_us","track-b-product/session_create_select_destroy","","median_us","17615.900","39289.800","us","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; Track B session improved ~3x vs the Phase 0 baseline through the landed M55 work; regression guard only."
"memory_absolute_bytes","track-b-product/session_create_select_destroy","","median_working_set_bytes","64167936","66872115","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; regression guard only."
"memory_absolute_bytes","track-b-product/session_create_select_destroy","","max_peak_working_set_bytes","253263872","562033050","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; regression guard only."
"memory_absolute_bytes","track-b-product/session_create_select_destroy","","median_private_bytes","30027776","32084378","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; regression guard only."
"latency_absolute_us","track-b-product/startup_warm_shared_assets_runtime_ready","","median_us","17611.500","38825.050","us","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; Track B startup improved ~3x vs the Phase 0 baseline through the landed M55 work; regression guard only."
"memory_absolute_bytes","track-b-product/startup_warm_shared_assets_runtime_ready","","median_working_set_bytes","63549440","86196634","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; regression guard only."
"memory_absolute_bytes","track-b-product/startup_warm_shared_assets_runtime_ready","","max_peak_working_set_bytes","253263872","562033050","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; regression guard only."
"memory_absolute_bytes","track-b-product/startup_warm_shared_assets_runtime_ready","","median_private_bytes","29093888","37865062","bytes","pass","M55 corrective re-baseline 2026-07-04: worst of run-b/run-c x 1.10; regression guard only."
"latency_ratio","key_sequence_process_with_context","zh","yune_librime_median_ratio","0.094","1.047","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (0.997) x 1.05 = 1.046850, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","j","yune_librime_median_ratio","0.383","4.372","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (4.164) x 1.05 = 4.372200, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","yi","yune_librime_median_ratio","0.414","6.098","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (5.808) x 1.05 = 6.098400, formatted F3. Supersedes the corrected historical 6.164 baseline. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","che","yune_librime_median_ratio","0.129","1.160","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (1.105) x 1.05 = 1.160250, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","chuang","yune_librime_median_ratio","0.168","1.357","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (1.292) x 1.05 = 1.356600, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","b","yune_librime_median_ratio","0.368","3.775","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (3.595) x 1.05 = 3.774750, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","ceshi","yune_librime_median_ratio","0.141","0.966","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (0.920) x 1.05 = 0.966000, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","zhongdengchangdu","yune_librime_median_ratio","0.018","0.342","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (0.326) x 1.05 = 0.342300, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
"latency_ratio","key_sequence_process_with_context","dazisudu","yune_librime_median_ratio","0.140","1.098","x","pass","M59 owner-signed fresh closeout baseline 2026-07-09: pooled worst of five completed same-binary logical runs (1.046) x 1.05 = 1.098300, formatted F3. Evidence: m59-closeout-baseline/expanded-ceiling-derivation.csv."
