"engine","track","schema_id","workload","input","samples","operations","median_us","p95_us","p99_us","max_us","median_working_set_bytes","max_peak_working_set_bytes"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zho","70","210","68.333","70.633","74.533","74.533","95150080","127651840"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhon","70","280","66.100","71.250","91.425","91.425","95813632","127651840"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhong","70","350","59.120","60.680","64.680","64.680","95780864","127651840"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongg","70","420","58.133","60.200","68.733","68.733","96866304","127651840"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zhongguo","70","560","60.387","62.350","81.412","81.412","97288192","127651840"
"yune","track-a-comparison","luna_pinyin","key_sequence_process_with_context","zybfshmsru","70","700","4244.470","4475.550","4882.270","4882.270","100048896","127651840"
"yune","track-a-comparison","luna_pinyin","session_create_select_destroy","","50","50","23688.200","24870.500","26017.500","26017.500","87306240","127651840"
"yune","track-a-comparison","luna_pinyin","startup_warm_shared_assets_runtime_ready","","7","7","23192.300","2830504.600","2830504.600","2830504.600","89923584","127651840"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","h","70","70","4626.100","4743.600","6774.100","6774.100","834539520","1048842240"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ha","70","140","6559.950","6733.500","7967.450","7967.450","834875392","1048842240"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hai","70","210","6900.767","7010.233","7230.567","7230.567","835735552","1048842240"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","hau","70","210","6989.900","7240.100","7727.133","7727.133","835514368","1048842240"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","nei","70","210","3395.233","4804.600","6141.467","6141.467","835964928","1048842240"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","neigojangingkeisatjinggoiziwunciucoenggeoizisyujapsinhojijung","70","4270","25528.108","28522.003","29471.118","29471.118","834531328","1048842240"
"yune","track-b-product","jyut6ping3_mobile","key_sequence_process_with_context","ngo","70","210","2019.633","2044.667","2078.100","2078.100","836251648","1048842240"
"yune","track-b-product","jyut6ping3_mobile","session_create_select_destroy","","50","50","248476.100","257848.000","275526.000","275526.000","818876416","1048842240"
"yune","track-b-product","jyut6ping3_mobile","startup_warm_shared_assets_runtime_ready","","7","7","200389.600","5784054.400","5784054.400","5784054.400","831197184","1048842240"
