candidate_path,reference_path,line_number,reference_scope,reference_kind,matched_token,disposition
,docs/reports/evidence/m33-2026-06-23/after-low-risk-yune-vs-librime/README.md,6,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m33-2026-06-23/before-yune-vs-librime/README.md,6,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m34-queryable-table-prism/after-yune-vs-librime/README.md,6,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m34-queryable-table-prism/baseline-yune-vs-librime/README.md,6,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m35-compact-table-prism-storage/after-yune-vs-librime/README.md,6,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m35-compact-table-prism-storage/baseline-yune-vs-librime/README.md,6,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-2-storage-mmap-smoke/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-2-storage-mmap-smoke/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-2-storage-mmap-smoke/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-2-storage-mmap-smoke/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-3-final-native/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-3-final-native/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-3-final-native/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m37-engine-hyper-optimization/phase-3-final-native/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/attribution/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/attribution/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/attribution/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/attribution/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-0-baseline/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-1-lifecycle/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-1-lifecycle/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-1-lifecycle/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-1-lifecycle/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-early-stop-checkpoint/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-early-stop-checkpoint/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-early-stop-checkpoint/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-early-stop-checkpoint/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-gate-checkpoint/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-gate-checkpoint/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-gate-checkpoint/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-gate-checkpoint/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-translator-checkpoint/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-translator-checkpoint/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-translator-checkpoint/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-lookup/bounded-translator-checkpoint/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-2/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-2/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-2/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-3/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-3/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint-3/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-checkpoint/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-lifecycle-checkpoint/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-lifecycle-checkpoint/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-lifecycle-checkpoint/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-lifecycle-checkpoint/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-session-checkpoint/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-session-checkpoint/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-session-checkpoint/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-2-rsmarisa-session-checkpoint/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-context-cache-checkpoint/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-context-cache-checkpoint/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-context-cache-checkpoint/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-context-cache-checkpoint/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-final-native/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-final-native/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-final-native/product_path_status.csv,4,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-final-native/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-final-native/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-3-final-native/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-4-final-native/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-4-final-native/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-4-final-native/product_path_status.csv,4,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-4-final-native/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-4-final-native/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-4-final-native/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native-product-redeploy-check/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native-product-redeploy-check/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native/product_path_status.csv,4,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native/track-b-yune-product/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3-string-table.marisa,informational
,docs/reports/evidence/m38-engine-performance-parity/phase-5-final-native/track-b-yune-product/product_path_status.csv,3,evidence-artifact,generic-output-name,rsmarisa-jyut6ping3_scolar-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-0-baseline/cantonese-profile-gate.md,19,evidence-doc,generic-output-name,m37_metrics.csv,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-0-baseline/cantonese-profile-gate.md,19,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-0-baseline/cantonese-profile-gate.md,49,evidence-doc,generic-output-name,m37_metrics.csv,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-0-baseline/cantonese-profile-gate.md,49,evidence-doc,generic-output-name,samples.csv,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-0-baseline/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-0-baseline/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-1-attribution/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-1-attribution/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-2-bounded-sentence-streamed/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-2-bounded-sentence-streamed/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-2-bounded-sentence/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-2-bounded-sentence/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-3-memory/memory-owner-attribution.csv,4,evidence-artifact,generic-output-name,m37_metrics.csv,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-4-final-native/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m39-long-input-engine-hardening/phase-4-final-native/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/owner-verdict.md,31,evidence-doc,generic-output-name,m37_metrics.csv,informational
,docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-0-baseline/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m40-compiled-sentence-lookup-index/phase-4-final-native/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m42-abbreviation-sentence-parity/final-native-benchmark/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/noise-track-a-yune-run-3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/final-native-benchmark/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-2/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/noise-track-a-yune-run-3/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m43-native-memory-short-key-owner-reduction/phase-0-baseline/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/abbreviation-bounded-ranking-slice/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/final-native-benchmark/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/final-native-benchmark/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/phase-0-native-benchmark/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/phase-0-native-benchmark/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/short-key-page-bound-slice/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/short-key-page-bound-slice/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/trackb-pruned-short-slice/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m44-native-performance-owner-reduction/trackb-pruned-short-slice/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m45-native-short-key-memory-attribution/final-native-benchmark/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
,docs/reports/evidence/m45-native-short-key-memory-attribution/final-native-benchmark/track-a-yune/product_path_status.csv,2,evidence-artifact,generic-output-name,rsmarisa-luna_pinyin-string-table.marisa,informational
